0.000	46.069
9.000	43.729
18.000	42.499
27.000	40.989
36.000	39.348
45.000	40.541
54.000	43.726
63.000	43.777
72.000	46.038
81.000	43.071
90.000	42.278
99.000	42.141
108.000	45.375
117.000	43.236
126.000	42.776
135.000	40.780
144.000	45.336
153.000	45.296
162.000	42.782
171.000	43.479
180.000	43.878
189.000	43.655
198.000	43.107
207.000	42.706
216.000	45.377
225.000	42.452
234.000	44.930
243.000	41.294
252.000	41.013
261.000	44.152
270.000	41.203
279.000	41.152
288.000	44.614
297.000	45.518
306.000	44.660
315.000	43.163
324.000	45.084
333.000	41.680
342.000	46.256
351.000	40.951
360.000	43.191
369.000	40.184
378.000	43.010
387.000	44.571
396.000	45.064
405.000	44.011
414.000	43.105
423.000	41.308
432.000	42.560
441.000	44.311
450.000	42.890
459.000	44.844
468.000	44.735
477.000	42.275
486.000	42.952
495.000	44.432
504.001	42.808
513.000	42.990
522.001	44.815
531.001	47.677
540.001	49.437
549.001	52.744
558.001	49.710
567.001	48.395
576.001	45.898
585.001	50.006
594.001	43.650
603.001	51.023
612.001	48.288
621.001	45.872
630.001	45.523
639.001	44.320
648.001	46.038
657.001	43.450
666.001	43.754
675.001	44.261
684.001	41.244
693.001	44.955
702.001	45.909
711.001	43.869
720.001	43.681
729.001	45.612
738.001	44.151
747.001	43.098
756.001	40.940
765.001	39.729
774.001	42.694
783.001	42.983
792.001	42.127
801.001	41.582
810.001	44.503
819.001	47.497
828.001	44.196
837.001	42.109
846.001	40.973
855.001	45.102
864.001	46.981
873.001	49.129
882.001	46.522
891.001	50.717
900.001	45.344
909.001	46.639
918.001	43.842
927.001	48.569
936.001	48.453
945.001	45.777
954.001	45.264
963.001	42.729
972.001	42.038
981.001	45.281
990.001	43.883
999.001	40.913
1008.001	43.806
1017.001	44.884
1026.001	43.823
1035.001	44.356
1044.001	41.152
1053.001	39.988
1062.001	41.226
1071.001	47.269
1080.001	41.899
1089.001	41.665
1098.001	39.522
1107.001	46.031
1116.001	44.446
1125.001	42.330
1134.001	41.469
1143.001	44.507
1152.001	45.682
1161.001	48.268
1170.001	43.956
1179.001	44.672
1188.001	50.502
1197.001	57.445
1206.001	59.304
1215.001	56.983
1224.001	56.577
1233.001	57.743
1242.001	51.777
1251.001	55.574
1260.001	64.737
1269.001	55.376
1278.001	50.381
1287.001	49.169
1296.001	44.108
1305.001	44.092
1314.001	44.459
1323.001	42.306
1332.001	41.078
1341.001	44.665
1350.001	42.824
1359.001	48.818
1368.001	47.446
1377.001	43.843
1386.001	42.746
1395.001	42.744
1404.001	44.891
1413.001	44.046
1422.001	46.974
1431.001	48.674
1440.001	45.753
1449.001	43.803
1458.001	40.696
1467.001	40.940
1476.001	43.689
1485.001	41.845
1494.001	44.890
1503.001	48.756
1512.001	48.459
1521.001	55.789
1530.002	56.771
1539.002	53.537
1548.002	59.779
1557.002	59.015
1566.002	48.494
1575.002	48.961
1584.002	56.773
1593.002	57.640
1602.002	49.084
1611.002	38.905
1620.002	45.490
1629.002	45.894
1638.002	44.882
1647.002	43.307
1656.002	41.202
1665.002	43.012
1674.002	44.251
1683.002	47.104
1692.002	46.237
1701.002	46.847
1710.002	45.284
1719.002	45.466
1728.002	46.252
1737.002	45.313
1746.002	49.841
1755.002	48.261
1764.002	41.316
1773.002	42.427
1782.002	42.994
1791.002	45.771
1800.002	45.681
1809.002	43.344
1818.002	47.329
1827.002	49.982
1836.002	57.490
1845.002	70.408
1854.002	77.351
1863.002	72.718
1872.002	69.457
1881.002	67.650
1890.002	62.360
1899.002	57.440
1908.002	73.823
1917.002	75.612
1926.002	64.189
1935.002	50.680
1944.002	49.145
1953.002	48.519
1962.002	42.679
1971.002	44.660
1980.002	42.620
1989.002	42.388
1998.002	43.919
2007.002	41.817
2016.002	44.716
2025.002	46.370
2034.002	45.331
2043.002	44.477
2052.002	45.142
2061.002	44.802
2070.002	44.757
2079.002	46.250
2088.002	47.073
2097.002	46.732
2106.002	44.562
2115.002	44.049
2124.002	47.934
2133.002	49.288
2142.002	52.137
2151.002	53.041
2160.002	64.255
2169.002	92.785
2178.002	106.990
2187.002	97.304
2196.002	97.996
2205.002	99.311
2214.002	84.463
2223.002	69.734
2232.002	96.354
2241.002	100.229
2250.002	69.582
2259.002	58.647
2268.002	54.458
2277.002	49.490
2286.002	46.854
2295.002	48.636
2304.002	47.986
2313.002	46.268
2322.002	48.506
2331.002	49.083
2340.002	48.618
2349.002	48.105
2358.002	42.994
2367.002	40.795
2376.002	45.997
2385.002	47.396
2394.002	44.593
2403.002	49.954
2412.002	53.525
2421.002	48.819
2430.002	44.509
2439.002	46.956
2448.002	48.651
2457.002	53.380
2466.002	57.271
2475.002	77.330
2484.002	99.109
2493.002	126.536
2502.002	136.861
2511.002	129.053
2520.002	144.114
2529.002	152.777
2538.002	145.570
2547.002	117.709
2556.002	146.114
2565.003	162.442
2574.003	117.888
2583.003	78.347
2592.003	68.040
2601.003	60.651
2610.003	55.681
2619.003	52.884
2628.003	55.509
2637.003	52.458
2646.003	49.411
2655.003	52.721
2664.003	51.560
2673.003	55.715
2682.003	52.750
2691.003	50.799
2700.003	56.714
2709.003	57.507
2718.003	59.202
2727.003	64.762
2736.003	65.125
2745.003	64.859
2754.003	76.978
2763.003	82.010
2772.003	78.819
2781.003	101.328
2790.003	167.291
2799.003	225.884
2808.003	251.251
2817.003	254.914
2826.003	254.889
2835.003	254.919
2844.003	254.934
2853.003	254.919
2862.003	254.704
2871.003	254.708
2880.003	254.248
2889.003	254.402
2898.003	254.752
2907.003	253.821
2916.003	238.472
2925.003	155.806
2934.003	85.719
2943.003	77.488
2952.003	71.558
2961.003	65.085
2970.003	66.379
2979.003	65.160
2988.003	69.716
2997.003	71.317
3006.003	64.084
3015.003	60.667
3024.003	61.478
3033.003	75.797
3042.003	78.138
3051.003	74.471
3060.003	75.159
3069.003	79.120
3078.003	87.998
3087.003	80.772
3096.003	91.072
3105.003	142.025
3114.003	208.564
3123.003	247.669
3132.003	254.828
3141.003	254.897
3150.003	254.929
3159.003	254.899
3168.003	254.891
3177.003	254.927
3186.003	254.902
3195.003	254.842
3204.003	254.823
3213.003	254.777
3222.003	254.747
3231.003	254.564
3240.003	254.642
3249.003	240.958
3258.003	150.435
3267.003	97.111
3276.003	102.416
3285.003	96.952
3294.003	75.687
3303.003	74.808
3312.003	85.007
3321.003	84.238
3330.003	75.951
3339.003	72.073
3348.003	83.576
3357.003	80.053
3366.003	76.251
3375.003	73.300
3384.003	77.225
3393.003	85.692
3402.003	83.493
3411.003	74.434
3420.003	87.303
3429.003	129.952
3438.003	195.154
3447.003	241.735
3456.003	254.149
3465.003	254.921
3474.003	254.923
3483.003	254.632
3492.003	254.106
3501.003	254.547
3510.003	254.872
3519.003	254.720
3528.003	254.373
3537.003	251.622
3546.004	253.428
3555.004	254.749
3564.004	253.612
3573.004	237.016
3582.004	150.971
3591.004	89.389
3600.004	72.361
3609.004	65.589
3618.004	63.083
3627.004	64.232
3636.004	66.254
3645.004	66.694
3654.004	60.751
3663.004	57.599
3672.004	59.460
3681.004	57.600
3690.004	54.853
3699.004	55.963
3708.004	55.041
3717.004	57.739
3726.004	57.974
3735.004	56.793
3744.004	57.409
3753.004	65.041
3762.004	90.557
3771.004	115.217
3780.004	121.310
3789.004	102.838
3798.004	90.551
3807.004	95.273
3816.004	120.405
3825.004	154.171
3834.004	169.088
3843.004	158.034
3852.004	112.331
3861.004	102.674
3870.004	135.651
3879.004	135.834
3888.004	99.289
3897.004	82.175
3906.004	65.924
3915.004	53.440
3924.004	50.426
3933.004	52.641
3942.004	53.885
3951.004	50.844
3960.004	51.525
3969.004	49.775
3978.004	49.589
3987.004	51.366
3996.004	50.089
4005.004	48.100
4014.004	47.020
4023.004	49.445
4032.004	50.137
4041.004	46.364
4050.004	50.613
4059.004	51.025
4068.004	52.695
4077.004	57.988
4086.004	72.142
4095.004	84.259
4104.004	79.204
4113.004	63.888
4122.004	55.789
4131.004	57.143
4140.004	74.860
4149.004	109.887
4158.004	122.102
4167.004	107.806
4176.004	84.290
4185.004	69.161
4194.004	76.328
4203.004	82.095
4212.004	70.138
4221.004	66.027
4230.004	59.206
4239.004	52.767
4248.004	49.730
4257.004	48.222
4266.004	47.456
4275.004	46.948
4284.004	46.459
4293.004	44.960
4302.004	51.204
4311.004	50.870
4320.004	47.484
4329.004	46.579
4338.004	46.692
4347.004	46.272
4356.004	50.130
4365.004	45.757
4374.004	46.789
4383.004	52.034
4392.004	49.630
4401.004	53.144
4410.004	65.719
4419.004	71.041
4428.004	65.311
4437.004	65.266
4446.004	64.242
4455.004	58.094
4464.004	58.125
4473.004	70.675
4482.004	82.592
4491.004	78.392
4500.004	73.999
4509.004	61.838
4518.004	52.546
4527.004	57.484
4536.004	61.451
4545.004	58.314
4554.004	55.027
4563.004	54.035
4572.004	49.615
4581.004	45.793
4590.004	45.635
4599.004	51.584
4608.004	50.199
4617.004	44.199
4626.004	42.866
4635.004	47.291
4644.005	49.417
4653.005	44.714
4662.005	41.477
4671.005	40.797
4680.005	45.344
4689.005	43.704
4698.005	46.876
4707.005	52.703
4716.005	48.616
4725.005	49.444
4734.005	54.257
4743.005	54.724
4752.005	53.012
4761.005	47.747
4770.005	42.036
4779.005	45.121
4788.005	46.897
4797.005	49.591
4806.005	53.387
4815.005	52.024
4824.005	52.999
4833.005	52.511
4842.005	50.499
4851.005	47.074
4860.005	52.203
4869.005	50.881
4878.005	49.308
4887.005	47.373
4896.005	48.159
4905.005	43.157
4914.005	43.658
4923.005	43.705
4932.005	46.995
4941.005	44.688
4950.005	44.348
4959.005	44.028
4968.005	45.544
4977.005	45.904
4986.005	43.133
4995.005	46.058
5004.005	45.883
5013.005	46.012
5022.005	43.593
5031.005	48.920
5040.005	53.123
5049.005	49.634
5058.005	51.238
5067.005	53.774
5076.005	54.558
5085.005	47.194
5094.005	46.249
5103.005	44.543
5112.005	44.734
5121.005	50.298
5130.005	58.205
5139.005	64.513
5148.005	60.241
5157.005	53.527
5166.005	50.386
5175.005	47.193
5184.005	50.558
5193.005	51.707
5202.005	53.449
5211.005	53.532
5220.005	47.428
