0.000000,0.000000,0.004488
0.033551,0.000000,0.003366
0.067103,0.000000,0.003366
0.100654,0.000000,0.002244
0.134206,0.000000,0.002244
0.167757,0.000000,0.001122
0.201309,0.000000,0.001122
0.234860,0.000000,0.001122
0.268412,0.000000,0.001122
0.301963,0.000000,0.000000
0.335514,0.000000,0.000000
0.369066,0.000000,0.000000
0.402617,0.000000,0.000000
0.436169,0.000000,0.000000
0.469720,0.000000,0.000000
0.503272,0.000000,0.000000
0.536823,0.000000,0.001122
0.570375,0.000000,0.001122
0.603926,0.000000,0.001122
0.637477,0.000000,0.002244
0.671029,0.000000,0.003366
0.704580,0.000000,0.003366
0.738132,0.000000,0.004488
0.771683,0.000000,0.005610
0.805235,0.000000,0.005610
0.838786,0.000000,0.006732
0.872338,0.000000,0.007854
0.905889,0.000000,0.007854
0.939441,0.000000,0.008976
0.972992,0.000000,0.008976
1.006543,0.000000,0.008976
1.040095,0.000000,0.010098
1.073646,0.000000,0.010098
1.107198,0.000000,0.010098
1.140749,0.000000,0.008976
1.174301,0.000000,0.008976
1.207852,0.000000,0.008976
1.241404,0.000000,0.008976
1.274955,0.000000,0.008976
1.308506,0.000000,0.007854
1.342058,0.000000,0.007854
1.375609,0.000000,0.007854
1.409161,0.000000,0.006732
1.442712,0.000000,0.006732
1.476264,0.000000,0.006732
1.509815,0.000000,0.006732
1.543367,0.000000,0.005610
1.576918,0.000000,0.005610
1.610469,0.000000,0.005610
1.644021,0.000000,0.005610
1.677572,0.000000,0.005610
1.711124,0.000000,0.005610
1.744675,0.000000,0.005610
1.778227,0.000000,0.004488
1.811778,0.000000,0.004488
1.845330,0.000000,0.003366
1.878881,0.000000,0.003366
1.912432,0.000000,0.002244
1.945984,0.000000,0.001122
1.979535,0.000000,0.000000
2.013087,0.000000,0.000000
2.046638,0.000000,0.000000
2.080190,0.000000,-0.001122
2.113741,0.000000,-0.001122
2.147293,0.000000,-0.001122
2.180844,0.000000,-0.001122
2.214395,0.000000,-0.001122
2.247947,0.000000,-0.001122
2.281498,0.000000,-0.001122
2.315050,0.000000,-0.001122
2.348601,0.000000,-0.001122
2.382153,0.000000,-0.001122
2.415704,0.000000,0.000000
2.449256,0.000000,0.000000
2.482807,0.000000,0.001122
2.516359,0.000000,0.001122
2.549910,0.000000,0.002244
2.583461,0.000000,0.003366
2.617013,0.000000,0.003366
2.650564,0.000000,0.004488
2.684116,0.000000,0.005610
2.717667,0.000000,0.005610
2.751219,0.000000,0.006732
2.784770,0.000000,0.006732
2.818322,0.000000,0.006732
2.851873,0.000000,0.007854
2.885424,0.000000,0.007854
2.918976,0.000000,0.007854
2.952527,0.000000,0.007854
2.986079,0.000000,0.007854
3.019630,0.000000,0.007854
3.053182,0.000000,0.007854
3.086733,0.000000,0.006732
3.120285,0.000000,0.006732
3.153836,0.000000,0.006732
3.187387,0.000000,0.006732
3.220939,0.000000,0.005610
3.254490,0.000000,0.005610
3.288042,0.000000,0.005610
3.321593,0.000000,0.005610
3.355145,0.000000,0.005610
3.388696,0.000000,0.004488
3.422248,0.000000,0.004488
3.455799,0.000000,0.004488
3.489350,0.000000,0.004488
3.522902,0.000000,0.004488
3.556453,0.000000,0.004488
3.590005,0.000000,0.003366
3.623556,0.000000,0.003366
3.657108,0.000000,0.003366
3.690659,0.000000,0.002244
3.724211,0.000000,0.001122
3.757762,0.000000,0.000000
3.791313,0.000000,-0.001122
3.824865,0.000000,-0.001122
3.858416,0.000000,-0.001122
3.891968,0.000000,-0.002244
3.925519,0.000000,-0.002244
3.959071,0.000000,-0.002244
3.992622,0.000000,-0.002244
4.026174,0.000000,-0.002244
4.059725,0.000000,-0.002244
4.093277,0.000000,-0.002244
4.126828,0.000000,-0.002244
4.160379,0.000000,-0.001122
4.193931,0.000000,-0.001122
4.227482,0.000000,-0.001122
4.261034,0.000000,0.000000
4.294585,0.000000,0.001122
4.328137,0.000000,0.002244
4.361688,0.000000,0.002244
4.395240,0.000000,0.003366
4.428791,0.000000,0.004488
4.462342,0.000000,0.005610
4.495894,0.000000,0.005610
4.529445,0.000000,0.006732
4.562997,0.000000,0.006732
4.596548,0.000000,0.006732
4.630100,0.000000,0.006732
4.663651,0.000000,0.006732
4.697203,0.000000,0.006732
4.730754,0.000000,0.006732
4.764305,0.000000,0.006732
4.797857,0.000000,0.006732
4.831408,0.000000,0.006732
4.864960,0.000000,0.006732
4.898511,0.000000,0.005610
4.932063,0.000000,0.005610
4.965614,0.000000,0.005610
4.999166,0.000000,0.005610
5.032717,0.000000,0.005610
5.066268,0.000000,0.004488
5.099820,0.000000,0.004488
5.133371,0.000000,0.004488
5.166923,0.000000,0.004488
5.200474,0.000000,0.003366
5.234026,0.000000,0.003366
5.267577,0.000000,0.003366
5.301129,0.000000,0.002244
5.334680,0.000000,0.002244
5.368231,0.000000,0.002244
5.401783,0.000000,0.001122
5.435334,0.000000,0.000000
5.468886,0.000000,-0.001122
5.502437,0.000000,-0.001122
5.535989,0.000000,-0.002244
5.569540,0.000000,-0.002244
5.603092,0.000000,-0.002244
5.636643,0.000000,-0.002244
5.670195,0.000000,-0.002244
5.703746,0.000000,-0.002244
5.737297,0.000000,-0.002244
5.770849,0.000000,-0.002244
5.804400,0.000000,-0.002244
5.837952,0.000000,-0.002244
5.871503,0.000000,-0.002244
5.905055,0.000000,-0.002244
5.938606,0.000000,-0.002244
5.972158,0.000000,-0.002244
6.005709,0.000000,-0.002244
6.039260,0.000000,-0.001122
6.072812,0.000000,0.000000
6.106363,0.000000,0.000000
6.139915,0.000000,0.001122
6.173466,0.000000,0.002244
6.207018,0.000000,0.002244
6.240569,0.000000,0.003366
6.274121,0.000000,0.003366
6.307672,0.000000,0.003366
6.341223,0.000000,0.003366
6.374775,0.000000,0.003366
6.408326,0.000000,0.003366
6.441878,0.000000,0.004488
6.475429,0.000000,0.004488
6.508981,0.000000,0.005610
6.542532,0.000000,0.005610
6.576084,0.000000,0.005610
6.609635,0.000000,0.005610
6.643186,0.000000,0.005610
6.676738,0.000000,0.005610
6.710289,0.000000,0.005610
6.743841,0.000000,0.005610
6.777392,0.000000,0.004488
6.810944,0.000000,0.004488
6.844495,0.000000,0.004488
6.878047,0.000000,0.003366
6.911598,0.000000,0.003366
6.945149,0.000000,0.003366
6.978701,0.000000,0.003366
7.012252,0.000000,0.003366
7.045804,0.000000,0.003366
7.079355,0.000000,0.003366
7.112907,0.000000,0.002244
