0.000000,-0.718110
0.032235,-0.718110
0.064469,-0.718110
0.096704,-0.718110
0.128938,-0.718110
0.161173,-0.700157
0.193407,-0.700157
0.225642,-0.682205
0.257876,-0.664252
0.290111,-0.664252
0.322346,-0.646299
0.354580,-0.610394
0.386815,-0.592441
0.419049,-0.574488
0.451284,-0.538583
0.483518,-0.520630
0.515753,-0.484724
0.547987,-0.466772
0.580222,-0.430866
0.612457,-0.412913
0.644691,-0.377008
0.676926,-0.359055
0.709160,-0.323150
0.741395,-0.287244
0.773629,-0.269291
0.805864,-0.233386
0.838098,-0.215433
0.870333,-0.179528
0.902568,-0.143622
0.934802,-0.125669
0.967037,-0.089764
0.999271,-0.071811
1.031506,-0.035906
1.063740,0.000000
1.095975,0.017953
1.128209,0.053858
1.160444,0.089764
1.192678,0.107717
1.224913,0.143622
1.257148,0.161575
1.289382,0.197480
1.321617,0.233386
1.353851,0.251339
1.386086,0.287244
1.418320,0.323150
1.450555,0.341102
1.482789,0.377008
1.515024,0.412913
1.547259,0.430866
1.579493,0.466772
1.611728,0.484724
1.643962,0.520630
1.676197,0.538583
1.708431,0.574488
1.740666,0.610394
1.772900,0.628346
1.805135,0.664252
1.837370,0.700157
1.869604,0.736063
1.901839,0.754016
1.934073,0.789921
1.966308,0.825827
1.998542,0.843780
2.030777,0.879685
2.063011,0.915591
2.095246,0.951496
2.127481,0.969449
2.159715,0.969449
2.191950,0.969449
2.224184,0.969449
2.256419,0.951496
2.288653,0.933543
2.320888,0.915591
2.353122,0.879685
2.385357,0.843780
2.417592,0.789921
2.449826,0.736063
2.482061,0.700157
2.514295,0.646299
2.546530,0.592441
2.578764,0.556535
2.610999,0.502677
2.643233,0.466772
2.675468,0.412913
2.707703,0.377008
2.739937,0.323150
2.772172,0.287244
2.804406,0.251339
2.836641,0.197480
2.868875,0.161575
2.901110,0.107717
2.933344,0.071811
2.965579,0.035906
2.997814,-0.017953
3.030048,-0.053858
3.062283,-0.089764
3.094517,-0.143622
3.126752,-0.179528
3.158986,-0.215433
3.191221,-0.269291
3.223455,-0.305197
3.255690,-0.341102
3.287924,-0.377008
3.320159,-0.430866
3.352394,-0.466772
3.384628,-0.502677
3.416863,-0.538583
3.449097,-0.574488
3.481332,-0.610394
3.513566,-0.646299
3.545801,-0.682205
3.578035,-0.700157
3.610270,-0.718110
3.642505,-0.736063
3.674739,-0.736063
3.706974,-0.736063
3.739208,-0.736063
3.771443,-0.718110
3.803677,-0.718110
3.835912,-0.700157
3.868146,-0.700157
3.900381,-0.682205
3.932616,-0.646299
3.964850,-0.628346
3.997085,-0.610394
4.029319,-0.592441
4.061554,-0.556535
4.093788,-0.538583
4.126023,-0.502677
4.158257,-0.466772
4.190492,-0.448819
4.222727,-0.412913
4.254961,-0.394961
4.287196,-0.359055
4.319430,-0.341102
4.351665,-0.305197
4.383899,-0.269291
4.416134,-0.251339
4.448368,-0.215433
4.480603,-0.179528
4.512838,-0.161575
4.545072,-0.125669
4.577307,-0.089764
4.609541,-0.071811
4.641776,-0.035906
4.674010,0.000000
4.706245,0.017953
4.738479,0.053858
4.770714,0.089764
4.802949,0.107717
4.835183,0.143622
4.867418,0.161575
4.899652,0.197480
4.931887,0.233386
4.964121,0.251339
4.996356,0.287244
5.028590,0.323150
5.060825,0.341102
5.093060,0.377008
5.125294,0.412913
5.157529,0.430866
5.189763,0.466772
5.221998,0.502677
5.254232,0.520630
5.286467,0.556535
5.318701,0.592441
5.350936,0.610394
5.383171,0.646299
5.415405,0.682205
5.447640,0.700157
5.479874,0.736063
5.512109,0.771969
5.544343,0.807874
5.576578,0.825827
5.608812,0.861732
5.641047,0.897638
5.673281,0.933543
5.705516,0.951496
5.737751,0.969449
5.769985,0.987402
5.802220,0.969449
5.834454,0.969449
5.866689,0.951496
5.898923,0.933543
5.931158,0.915591
5.963392,0.879685
5.995627,0.843780
6.027862,0.789921
6.060096,0.736063
6.092331,0.682205
6.124565,0.646299
6.156800,0.592441
6.189034,0.556535
6.221269,0.502677
6.253503,0.448819
6.285738,0.412913
6.317973,0.377008
6.350207,0.323150
6.382442,0.287244
6.414676,0.233386
6.446911,0.197480
6.479145,0.143622
6.511380,0.107717
6.543614,0.071811
6.575849,0.017953
6.608084,-0.017953
6.640318,-0.053858
6.672553,-0.107717
6.704787,-0.143622
6.737022,-0.179528
6.769256,-0.233386
6.801491,-0.269291
6.833725,-0.305197
6.865960,-0.359055
6.898195,-0.394961
6.930429,-0.430866
6.962664,-0.466772
6.994898,-0.502677
7.027133,-0.556535
7.059367,-0.592441
7.091602,-0.628346
7.123836,-0.664252
7.156071,-0.682205
7.188306,-0.718110
7.220540,-0.718110
7.252775,-0.736063
7.285009,-0.736063
7.317244,-0.736063
7.349478,-0.718110
7.381713,-0.718110
7.413947,-0.700157
7.446182,-0.700157
7.478417,-0.682205
7.510651,-0.664252
7.542886,-0.646299
7.575120,-0.628346
7.607355,-0.592441
7.639589,-0.574488
7.671824,-0.538583
7.704058,-0.520630
7.736293,-0.484724
7.768527,-0.466772
7.800762,-0.430866
7.832997,-0.412913
7.865231,-0.377008
7.897466,-0.341102
7.929700,-0.323150
7.961935,-0.287244
7.994169,-0.251339
8.026404,-0.233386
8.058638,-0.197480
8.090873,-0.161575
8.123108,-0.143622
8.155342,-0.107717
8.187577,-0.071811
8.219811,-0.053858
