133.3333	14664.4287	
266.6667	14584.9170	
400.0000	14836.1816	
533.3333	14566.2920	
666.6667	15032.5361	
800.0000	15125.3096	
933.3333	14765.7627	
1066.6666	14928.8496	
1200.0000	14828.5771	
1333.3334	15112.8916	
1466.6666	15388.4834	
1600.0000	15145.9424	
1733.3334	15646.2363	
1866.6666	16398.0059	
2000.0000	16879.5156	
2133.3333	16997.8984	
2266.6667	17454.9160	
2400.0000	17806.3848	
2533.3333	17887.5957	
2666.6667	18338.3242	
2800.0000	18215.6309	
2933.3333	18459.5762	
3066.6667	18633.8828	
3200.0000	18858.5508	
3333.3333	18859.7578	
3466.6667	19123.4258	
3600.0000	19455.1641	
3733.3333	19879.5098	
3866.6667	20078.3984	
4000.0000	20528.3906	
4133.3335	20851.3164	
4266.6665	20926.1328	
4400.0000	21317.9688	
4533.3335	21639.9883	
4666.6665	21726.3594	
4800.0000	22148.5020	
4933.3335	22362.0781	
5066.6665	22537.9082	
5200.0000	22844.7969	
5333.3335	23184.6699	
5466.6665	23355.9160	
5600.0000	23782.4023	
5733.3335	24016.5566	
5866.6665	24333.5625	
6000.0000	24808.0820	
6133.3335	25246.6543	
6266.6665	25774.7930	
6400.0000	26289.9043	
6533.3335	26351.6113	
6666.6665	26533.7637	
6800.0000	26770.0156	
6933.3335	26840.9043	
7066.6665	26991.8359	
7200.0000	27279.0898	
7333.3335	27285.7695	
7466.6665	27422.0840	
7600.0000	27618.3594	
7733.3335	27712.1641	
7866.6665	27975.3340	
8000.0000	28164.6055	
8133.3335	28176.6543	
8266.6670	28182.3223	
8400.0000	28170.1504	
8533.3330	28012.9219	
8666.6670	27957.5547	
8800.0000	28032.1445	
8933.3330	28025.3848	
9066.6670	28069.7734	
9200.0000	28260.3398	
9333.3330	28255.9883	
9466.6670	28338.7754	
9600.0000	28490.2422	
9733.3330	28472.2656	
9866.6670	28693.3828	
10000.0000	28784.4883	
10133.3330	28798.8730	
10266.6670	28850.2109	
10400.0000	28902.3242	
10533.3330	28866.0488	
10666.6670	28720.1172	
10800.0000	28559.8613	
10933.3330	28547.9922	
11066.6670	28474.4551	
11200.0000	28299.6426	
11333.3330	28318.1270	
11466.6670	28262.8750	
11600.0000	28190.0918	
11733.3330	28138.9570	
11866.6670	28186.8574	
12000.0000	28180.9023	
12133.3330	28211.3203	
12266.6670	28129.5156	
12400.0000	27999.2129	
12533.3330	27894.6484	
12666.6670	27836.9570	
12800.0000	27688.2363	
12933.3330	27602.5215	
13066.6670	27481.8730	
13200.0000	27329.2246	
13333.3330	27174.6250	
13466.6670	27092.6641	
13600.0000	27011.5527	
13733.3330	26979.8867	
13866.6670	26924.4570	
14000.0000	26869.2871	
14133.3330	26851.1113	
14266.6670	26845.6250	
14400.0000	26809.5664	
14533.3330	26829.8945	
14666.6670	26754.8164	
14800.0000	26699.0527	
14933.3330	26664.2715	
15066.6670	26581.9316	
15200.0000	26448.6230	
15333.3330	26481.0566	
15466.6670	26434.2285	
15600.0000	26359.8672	
15733.3330	26422.2363	
15866.6670	26429.2422	
16000.0000	26471.0723	
16133.3330	26624.1465	
16266.6670	26765.9883	
16400.0000	26744.6719	
16533.3340	26770.7617	
16666.6660	26724.2012	
16800.0000	26526.5684	
16933.3340	26350.6074	
17066.6660	26217.0293	
17200.0000	26148.8047	
17333.3340	26106.7598	
17466.6660	26093.5742	
17600.0000	25981.8848	
17733.3340	26004.3086	
17866.6660	26012.3223	
18000.0000	26019.5391	
18133.3340	26104.5996	
18266.6660	26196.1504	
18400.0000	26179.2812	
18533.3340	26233.0449	
18666.6660	26254.8047	
18800.0000	26192.0488	
18933.3340	26210.5996	
19066.6660	26249.8789	
19200.0000	26173.0527	
19333.3340	26188.5664	
19466.6660	26140.7715	
19600.0000	26158.5352	
19733.3340	26205.3789	
19866.6660	26234.6016	
20000.0000	26253.0977	
20133.3340	26295.1934	
20266.6660	26268.7734	
20400.0000	26174.0762	
20533.3340	26156.7363	
20666.6660	26114.1289	
20800.0000	26038.5586	
20933.3340	26112.0469	
21066.6660	26172.7090	
21200.0000	26125.7012	
21333.3340	26208.5527	
21466.6660	26277.8340	
21600.0000	26281.9375	
21733.3340	26434.4141	
21866.6660	26632.4629	
22000.0000	26839.1113	
22133.3340	27121.4258	
22266.6660	27475.2500	
22400.0000	27779.1699	
22533.3340	28181.9316	
22666.6660	28440.3672	
22800.0000	28549.9863	
22933.3340	28479.8477	
23066.6660	28309.3086	
23200.0000	27952.8184	
23333.3340	27667.0000	
23466.6660	27276.1406	
