133.3333	16351.4287	
266.6667	15850.5000	
400.0000	16090.8633	
533.3333	16055.8545	
666.6667	16123.8574	
800.0000	16322.9639	
933.3333	16279.8750	
1066.6666	16040.8379	
1200.0000	16180.1641	
1333.3334	16579.6074	
1466.6666	16332.6250	
1600.0000	16295.3076	
1733.3334	16970.4160	
1866.6666	17557.6113	
2000.0000	18135.1973	
2133.3333	18953.3691	
2266.6667	19355.8496	
2400.0000	19746.5898	
2533.3333	20069.0000	
2666.6667	20165.1992	
2800.0000	20226.6699	
2933.3333	20466.8340	
3066.6667	20716.9238	
3200.0000	21082.3809	
3333.3333	20940.4629	
3466.6667	21239.3281	
3600.0000	21627.6504	
3733.3333	21876.1152	
3866.6667	22252.2031	
4000.0000	22673.3184	
4133.3335	22880.6973	
4266.6665	23187.3516	
4400.0000	23614.3770	
4533.3335	23866.4707	
4666.6665	24068.9043	
4800.0000	24527.1602	
4933.3335	24826.9102	
5066.6665	25166.4395	
5200.0000	25697.8418	
5333.3335	26145.2812	
5466.6665	26548.7461	
5600.0000	26994.8008	
5733.3335	27386.0098	
5866.6665	27863.0625	
6000.0000	28386.9570	
6133.3335	29087.3867	
6266.6665	29753.1016	
6400.0000	30031.2109	
6533.3335	30236.3047	
6666.6665	30411.3281	
6800.0000	30703.6055	
6933.3335	30902.3691	
7066.6665	31188.2715	
7200.0000	31433.2832	
7333.3335	31646.3848	
7466.6665	31864.1562	
7600.0000	32113.9961	
7733.3335	32306.7129	
7866.6665	32541.3398	
8000.0000	32759.2480	
8133.3335	32913.8047	
8266.6670	33168.5352	
8400.0000	33293.7773	
8533.3330	33465.7930	
8666.6670	33591.7070	
8800.0000	33617.5234	
8933.3330	33566.7188	
9066.6670	33499.2266	
9200.0000	33355.4609	
9333.3330	33298.2852	
9466.6670	33269.8594	
9600.0000	33253.4141	
9733.3330	33331.2305	
9866.6670	33438.2812	
10000.0000	33465.1250	
10133.3330	33474.8594	
10266.6670	33495.8672	
10400.0000	33483.1719	
10533.3330	33529.2344	
10666.6670	33515.3555	
10800.0000	33416.1602	
10933.3330	33437.2383	
11066.6670	33386.8047	
11200.0000	33326.7930	
11333.3330	33391.3438	
11466.6670	33384.2656	
11600.0000	33359.4219	
11733.3330	33276.1406	
11866.6670	33248.3281	
12000.0000	33096.6797	
12133.3330	33026.4141	
12266.6670	32988.0117	
12400.0000	32894.9219	
12533.3330	32910.3242	
12666.6670	32926.9258	
12800.0000	32869.2422	
12933.3330	32965.4453	
13066.6670	32982.8398	
13200.0000	32876.7812	
13333.3330	32884.7461	
13466.6670	32770.1992	
13600.0000	32552.6328	
13733.3330	32394.6895	
13866.6670	32233.6719	
14000.0000	32000.4453	
14133.3330	31845.0098	
14266.6670	31697.8066	
14400.0000	31540.8965	
14533.3330	31493.7656	
14666.6670	31404.4902	
14800.0000	31298.1289	
14933.3330	31286.1387	
15066.6670	31209.0742	
15200.0000	31091.6035	
15333.3330	31071.0625	
15466.6670	31053.5410	
15600.0000	30871.5098	
15733.3330	30863.1680	
15866.6670	30830.0312	
16000.0000	30693.6543	
16133.3330	30643.7324	
16266.6670	30596.7598	
16400.0000	30420.3594	
16533.3340	30385.3672	
16666.6660	30388.2207	
16800.0000	30291.4102	
16933.3340	30275.5938	
17066.6660	30275.9414	
17200.0000	30137.5059	
17333.3340	30143.0000	
17466.6660	30149.4688	
17600.0000	30019.7578	
17733.3340	30054.8770	
17866.6660	29991.3984	
18000.0000	29878.5469	
18133.3340	29854.7109	
18266.6660	29808.4512	
18400.0000	29654.9336	
18533.3340	29615.5684	
18666.6660	29603.7148	
18800.0000	29484.9609	
18933.3340	29501.5508	
19066.6660	29525.4512	
19200.0000	29379.7344	
19333.3340	29449.9375	
19466.6660	29428.7090	
19600.0000	29350.3145	
19733.3340	29420.1113	
19866.6660	29408.6426	
20000.0000	29322.0156	
20133.3340	29355.1465	
20266.6660	29431.0176	
20400.0000	29325.6934	
20533.3340	29346.0742	
20666.6660	29398.6914	
20800.0000	29333.8848	
20933.3340	29446.7832	
21066.6660	29430.8516	
21200.0000	29361.9414	
21333.3340	29421.6758	
21466.6660	29502.3926	
21600.0000	29412.4648	
21733.3340	29553.6582	
21866.6660	29594.8105	
22000.0000	29539.5566	
22133.3340	29684.6680	
22266.6660	29784.4375	
22400.0000	29804.5703	
22533.3340	30052.9102	
22666.6660	30258.0723	
22800.0000	30352.0645	
22933.3340	30760.5996	
23066.6660	31150.2441	
23200.0000	31488.6523	
23333.3340	32092.7480	
23466.6660	32681.0469	
23600.0000	33179.1094	
23733.3340	33909.3086	
23866.6660	34529.3398	
24000.0000	35009.2656	
24133.3340	35530.8320	
24266.6660	35762.2070	
24400.0000	35606.0664	
24533.3340	35438.2461	
24666.6660	34950.0469	
24800.0000	34081.9258	
24933.3340	33403.0273	
25066.6660	32628.3457	
25200.0000	31863.3809	
25333.3340	31426.4004	
25466.6660	31125.7402	
25600.0000	30759.0176	
25733.3340	30692.8477	
25866.6660	30602.6309	
26000.0000	30333.0410	
26133.3340	30356.6074	
26266.6660	30255.8359	
26400.0000	30025.5117	
26533.3340	30050.3848	
26666.6660	29962.2285	
26800.0000	29719.6348	
26933.3340	29758.9883	
27066.6660	29683.7422	
27200.0000	29564.5000	
27333.3340	29589.1992	
27466.6660	29549.4922	
27600.0000	29459.4004	
27733.3340	29527.8418	
27866.6660	29585.3652	
28000.0000	29536.7988	
28133.3340	29653.6348	
28266.6660	29820.4609	
28400.0000	29894.7129	
28533.3340	30262.2031	
28666.6660	30685.7422	
